Id,IngestType,IngestionSequence,DataProvider,OriginalRecord,isShownAt,Object
7d328948335db6501dd1278b65996a37,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/7d328948335db6501dd1278b65996a37.json,https://www.loc.gov/item/2005625102/,http://cdn.loc.gov/service/gmd/gmd388/g3884/g3884c/cwh00195.gif,"Shows fortifications but no troop movements and names of some residents. Relief shown by hachures. Pen-and-ink and pencil over 3/8-inch pencil grid, mounted on cloth. LC Civil War maps (2nd ed.), H195 Available also through the Library of Congress web site as raster image. In pencil on verso: 426."
f8c0bafe20102b6777073f7daa8665a8,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/f8c0bafe20102b6777073f7daa8665a8.json,https://www.loc.gov/item/gm71000659/,http://cdn.loc.gov/service/gmd/gmd380/g3803/g3803s/ar117800.gif,"Scale ca. 1:108,000. Manuscript, pen-and-ink. Has watermarks. Oriented with north to the left. Relief shown by hachures. LC Maps of North America, 1750-1789, 1178 Available also through the Library of Congress Web site as a raster image. Vault AACR2: 650"
5569e3eb1e63ba99a74bc10776dd0644,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/5569e3eb1e63ba99a74bc10776dd0644.json,https://www.loc.gov/item/2004629233/,http://cdn.loc.gov/service/gmd/gmd408/g4084/g4084c/ct001308.gif,
2050d768b22b92b8475a3b5d4fc733ed,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/2050d768b22b92b8475a3b5d4fc733ed.json,https://www.loc.gov/item/99448476/,http://cdn.loc.gov/service/gmd/gmd396/g3962/g3962s/cw0442500.gif,"Scale ca. 1:58,000. LC Civil War Maps (2nd ed.), 442.5 Illustrates a descriptive leaflet. The map indicates Union and Confederate lines, the direction of the Confederate attack, roads and streets, and the park boundary. Description derived from published bibliography. Available also through the Library of Congress web site as raster image."
ff9d2877a6f740d9f27e47dee86a95bc,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/ff9d2877a6f740d9f27e47dee86a95bc.json,https://www.loc.gov/item/99448825/,http://cdn.loc.gov/service/gmd/gmd391/g3912/g3912b/cw0368a30.gif,"[Washington, U.S. Coast Survey], 1864."
71dc27da53a81aff94e8d66c01c134de,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/71dc27da53a81aff94e8d66c01c134de.json,https://www.loc.gov/item/gm71002453/,http://cdn.loc.gov/service/gmd/gmd376/g3764/g3764b/ar090400.gif,[1775]
e85dd313d54dc96e25b08e31934745f0,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/e85dd313d54dc96e25b08e31934745f0.json,https://www.loc.gov/item/99439171/,http://cdn.loc.gov/service/gmd/gmd388/g3884/g3884j/cw0559500.gif,"[S.l.], 1867."
c72a193251ab9f2859ddc66d4b7a4478,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/c72a193251ab9f2859ddc66d4b7a4478.json,https://www.loc.gov/item/74694749/,http://cdn.loc.gov/service/gmd/gmd373/g3732/g3732s/ar304200.gif,[176-?]
96842983bd08b04fc2dd176bfd9a0ca6,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/96842983bd08b04fc2dd176bfd9a0ca6.json,https://www.loc.gov/item/2008626486/,http://cdn.loc.gov/service/gmd/gmd399/g3992/g3992r/cw0241200.gif,"Shows the Red River valley in Arkansas and Louisiana, indicates the location of Camp Worth near Logansport, Louisiana, and the battle sites of April 8 and 9, 1864, between Mansfield and Pleasant Hill, Louisiana. LC Civil War Maps (2nd ed.), 241.2 Endorsed in lower left corner: No. 210. Respectfully forwd. Richd. M. Venable Capt. & Chf. Topol. Bur. West La. Ark. Title, date, and scale from Stephenson's Civil War maps, 1989. Pen-and-ink on tracing linen. Printed version published in the Atlas to Accompany the Official Records of the Union and Confederate Armies, 1891-95, plate 53, no.1. The copy reproduced in the atlas originally accompanied ""the report of Gen. E. Kirby Smith, C. S. Army, Series I, vol. XXXIV, part 1, page 481."" Imperfect: Holes in upper and lower right quadrants and stained throughout. In lower left corner stamped in ink on verso: 6563. Available also through the Library of Congress Web site as a raster image."
46b0af5281f256389f19fa5a3090b3a4,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/46b0af5281f256389f19fa5a3090b3a4.json,https://www.loc.gov/item/75693180/,http://cdn.loc.gov/service/gmd/gmd393/g3934/g3934j/pm001130.gif,"Perspective map not drawn to scale. LC Panoramic maps (2nd ed.), 113 Available also through the Library of Congress Web site as a raster image. Indexed for points of interest. AACR2: 100; 651"
7a584308e5c90d4bf641b7dc4a041e77,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/7a584308e5c90d4bf641b7dc4a041e77.json,https://www.loc.gov/item/79691139/,http://cdn.loc.gov/service/gmd/gmd386/g3860/g3860/ar140400.gif,"Scale ca. 1:5,300,000. Relief shown pictorially. Atlantic Ocean labeled ""Pacific Ocean."" Available also through the Library of Congress Web site as a raster image. Vault AACR2: 100; 651/1; 700/1"
fa7dfbca63e288e09406b05f9ecab8e7,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/fa7dfbca63e288e09406b05f9ecab8e7.json,https://www.loc.gov/item/75692501/,http://cdn.loc.gov/service/gmd/gmd386/g3862/g3862c/ar161200.gif,[1784]
352eb14d6fc125bd70c4da580aec3135,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/352eb14d6fc125bd70c4da580aec3135.json,https://www.loc.gov/item/75693216/,http://cdn.loc.gov/service/gmd/gmd410/g4104/g4104m/pm001690.gif,"LC Panoramic maps (2nd ed.), 169 Available also through the Library of Congress Web site as a raster image. Indexed for points of interest. AACR2: 651/1"
4bdf43437bbfbbc7ac72eeada2121da5,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/4bdf43437bbfbbc7ac72eeada2121da5.json,https://www.loc.gov/item/99447307/,http://cdn.loc.gov/service/gmd/gmd392/g3922/g3922c/cw0154000.gif,"Scale 1:20,000. LC Civil War Maps (2nd ed.), 154 Shows roads, fords, drainage, vegetation, houses, names of residents, fences, and relief by contour lines. Some fortifications are given but troop positions and movements during the Battle of Chickamauga are not indicated. For manuscript version of this map, see Civil War Maps entry no. 157.4. Description derived from published bibliography. Available also through the Library of Congress web site as raster image."
f3210270f3d6ace9b09a10c4e1c1654a,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/f3210270f3d6ace9b09a10c4e1c1654a.json,https://www.loc.gov/item/2006459204/,http://cdn.loc.gov/service/gmd/gmd392/g3923/g3923c/cws00055.gif,[1864]
c5d364b27121f8ab1ab091da7de9907c,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/c5d364b27121f8ab1ab091da7de9907c.json,https://www.loc.gov/item/75694951/,http://cdn.loc.gov/service/gmd/gmd382/g3824/g3824b/pm007410.gif,"Morrisville, Pa., T. M. Fowler & James B. Moyer [1902]"
7544e7d6ab824183ee81678be4747929,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/7544e7d6ab824183ee81678be4747929.json,https://www.loc.gov/item/73691844/,http://cdn.loc.gov/service/gmd/gmd4/g4960/g4960/ar193400.gif,"Scale ca. 1:690,000. Relief shown pictorially. Soundings shown in fathoms. Prime meridian: Madrid and Pico de Teyde. LC Maps of North America, 1750-1789, 1934 Available also through the Library of Congress Web site as a raster image. Includes compilation data. Vault AACR2"
4c9fd20e09695e73e07b31865bb9da0b,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/4c9fd20e09695e73e07b31865bb9da0b.json,https://www.loc.gov/item/2003627039/,http://cdn.loc.gov/service/gmd/gmd396/g3964/g3964n/cws00158.gif,"Covers Nashville region. Relief shown by hachures. At head of title: 10. Date from Stephenson's Civil War maps, 1989. LC Civil War maps (2nd ed.), S158, 394 Available also through the Library of Congress Web site as a raster image. LC copy mounted on board."
ed9c65b68f3e61ced2b787ff33e4d83d,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/ed9c65b68f3e61ced2b787ff33e4d83d.json,https://www.loc.gov/item/74693870/,http://cdn.loc.gov/service/gmd/gmd3/g3300/g3300/ar002201.gif,"Scale ca. 1:550,000. Hand colored. Relief shown pictorially. ""Longit. w. from Ferro."" Lowery 472 LC Maps of North America, 1750-1789, 22 Includes historical notes, notes on territorial claims, and insets of ""A particular map of Baffin and Hudson's Bay"" and ""The passage by land to California."" Available also through the Library of Congress Web site as a raster image. Vault AACR2: 100; 651/1; 700/1; 700/2 Copy 1 sectioned and mounted on cloth backing."
44ee22ed7489059426abbb3edec77f0a,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/44ee22ed7489059426abbb3edec77f0a.json,https://www.loc.gov/item/73693353/,http://cdn.loc.gov/service/gmd/gmd410/g4104/g4104d/pm001570.gif,"Perspective map not drawn to scale. ""Looking north west."" LC Panoramic maps (2nd ed.), 157 Available also through the Library of Congress Web site as a raster image. Indexed for points of interest. Vault AACR2: 100; 651/1; 710/1"
cdbce53f006264590994bee4297df998,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/cdbce53f006264590994bee4297df998.json,https://www.loc.gov/item/gm71000683/,http://cdn.loc.gov/service/gmd/gmd382/g3824/g3824p/ar134800.gif,[1778?]
96e46b3eb3e79f33ae0fe31170d86f97,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/96e46b3eb3e79f33ae0fe31170d86f97.json,https://www.loc.gov/item/75694991/,http://cdn.loc.gov/service/gmd/gmd382/g3824/g3824h/pm007910.gif,"Perspective map not drawn to scale. LC Panoramic maps (2nd ed.), 791 Available also through the Library of Congress Web site as a raster image. Includes illus. AACR2"
19480db1f3a186063771d322b83416cc,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/19480db1f3a186063771d322b83416cc.json,https://www.loc.gov/item/2005625033/,http://cdn.loc.gov/service/gmd/gmd388/g3884/g3884f/cwh00125.gif,"Shows ""Gen. Lee's Hd. Qrs."" and names of some residents. Relief shown by hachures. Title from Stephenson's Civil War maps, 1989. Pencil (some col.) on pencil grid, mounted on cloth. Similar to the map reproduced in the Atlas to accompany the official records of the Union and Confederate Armies, 1891-95, pl. 31, no. 4. LC Civil War maps (2nd ed.), H125 In pencil on verso: 278. Available also through the Library of Congress web site as raster image."
b18fb98d6eff3370a34099c5b4eb2b7f,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/b18fb98d6eff3370a34099c5b4eb2b7f.json,https://www.loc.gov/item/gm71002153/,http://cdn.loc.gov/service/gmd/gmd390/g3900/g3900/ar139404.gif,"London, Printed for Robt. Sayer and J: Bennett, 1775."
1882ba9b3d412b0c31fc0e364e575180,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/1882ba9b3d412b0c31fc0e364e575180.json,https://www.loc.gov/item/gm71000634/,http://cdn.loc.gov/service/gmd/gmd392/g3922/g3922s/ar156800.gif,[1752?]
f0879d9a76c2a1b387eb7863eba20997,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/f0879d9a76c2a1b387eb7863eba20997.json,https://www.loc.gov/item/73696823/,http://cdn.loc.gov/service/gmd/gmd3/g3300/g3300/ar019000.gif,
9326846b1188a0799af2398bb78ce7b1,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/9326846b1188a0799af2398bb78ce7b1.json,https://www.loc.gov/item/75696598/,http://cdn.loc.gov/service/gmd/gmd403/g4034/g4034h/pm009150.gif,"[n.p., 1891]"
c98cacb133901e0c2d4df5292530583d,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/c98cacb133901e0c2d4df5292530583d.json,https://www.loc.gov/item/gm71002368/,http://cdn.loc.gov/service/gmd/gmd371/g3710/g3710/ar073400.gif,"Scale ca. 1:1,400,000. Hand colored. Relief shown by hachures. Three copies. Copy 1 has some states outlined in faint brown and pink. Copy 2 has states outlined in faint pink and green. Copy 3 has yellow border and has states outlined in pink, green, and purple. Covers the area from Lake Nipissin to lower Chesapeake Bay and west to Lake Erie. Shows states, some counties, towns and cities, forts, Indian villages and tribal territory, roads, and relief. LC Maps of North America, 1750-1789, 734 Available also through the Library of Congress Web site as a raster image. Vault"
f0e7919f84e7bdfbf68eebee6df60315,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/f0e7919f84e7bdfbf68eebee6df60315.json,https://www.loc.gov/item/75696665/,http://cdn.loc.gov/service/gmd/gmd428/g4284/g4284s/pm009760.gif,"Perspective map not drawn to scale. Bird's-eye-view. LC Panoramic maps (2nd ed.), 976 Available also through the Library of Congress Web site as a raster image. AACR2: 651/1; 650/2"
79fa00ffd6b8fc25e3ff0f6b644a97c6,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/79fa00ffd6b8fc25e3ff0f6b644a97c6.json,https://www.loc.gov/item/74693992/,http://cdn.loc.gov/service/gmd/gmd3/g3300/g3300/ar009301.gif,"Scale ca. 1:27,000,000. Hand colored. Relief shown pictorially. ""No. 32."" LC Maps of North America, 1750-1789, 93; 94 Copy two has the internal boundaries of Mexico and the map border colored yellow, and the sea margin colored green. Differs from other copies in geographic features, place names, historical notes, and coloration in the northern region of Canada, Alaska, and the Pacific Islands. From Atlas moderne ou collection de cartes sur toutes les parties de globe terrestre, 1762, no. 33. Available also through the Library of Congress Web site as a raster image. Vault AACR2: 651; 700/3"
b39f1e371356cee4bffd545cae36abac,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/b39f1e371356cee4bffd545cae36abac.json,https://www.loc.gov/item/73694684/,http://cdn.loc.gov/service/gmd/gmd374/g3744/g3744f/pm004771.gif,"Perspective map not drawn to scale. LC Panoramic maps (2nd ed.), 477.1 Available also through the Library of Congress Web site as a raster image. Includes illus. and index to points of interest. AACR2"
fc2e3625de5e7c858898c80090aea163,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/fc2e3625de5e7c858898c80090aea163.json,https://www.loc.gov/item/2006629161/,http://cdn.loc.gov/service/gmd/gmd388/g3884/g3884p/cw0616500.gif,[1864]
02a12d8296db06cf0c96717d8028e086,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/02a12d8296db06cf0c96717d8028e086.json,https://www.loc.gov/item/79695218/,http://cdn.loc.gov/service/gmd/gmd370/g3701/g3701s/cw0040100.gif,"Scale ca. 1:5,800,000. LC copy annotated in pencil. Shows ""Limits of territory controlled by U.S. Forces July 31st 1863."" LC Civil War maps (2nd ed.) 40.1 Another issue. From the papers of Joseph Roswell Hawley in the Manuscript Division. Similar to the preceding issue (Civil War Maps entry no. 40). Legend is changed from ""limits occupied by the United States forces July 1863"" to ""limits of terr[i]tory controlled by U.S. forces July 31st 1863."" Available also through the Library of Congress Web site as a raster image. Includes table of ""Population Census 1860"" by state. AACR2"
2cda56695cb4f82eab066c23d3fa7db1,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/2cda56695cb4f82eab066c23d3fa7db1.json,https://www.loc.gov/item/73693461/,http://cdn.loc.gov/service/gmd/gmd414/g4144/g4144r/pm004040.gif,"Perspective map not drawn to scale. Includes ill. and index to points of interest. LC Panoramic maps (2nd ed.), 404 Available also through the Library of Congress Web site as a raster image. Vault AACR2: 100; 651/1"
2fdde6deaaa83de6092badd71c974e62,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/2fdde6deaaa83de6092badd71c974e62.json,https://www.loc.gov/item/gm71002307/,http://cdn.loc.gov/service/gmd/gmd380/g3804/g3804s/ar119900.gif,"Scale ca. 1:11,140. Manuscript, pen-and-ink and watercolor. Has watermarks. Relief shown by hachures. Shows ""Rebel works"" as well as additions made by the British. LC Maps of North America, 1750-1789, 1199 Available also through the Library of Congress Web site as a raster image. Vault AACR2: 440; 650/1; 651/3"
b8d0fcacb99476d13cd5682772354c88,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/b8d0fcacb99476d13cd5682772354c88.json,https://www.loc.gov/item/2007627199/,http://cdn.loc.gov/service/gmd/gmd3m/g3201m/g3201cm/gcws0183/ca000001.gif,"LC Civil War maps (2nd ed.), S183 Phillips, 4173 Available also through the Library of Congress Web site as a raster image. LC copy rebound in red cloth."
a07a20d474c0ee826446348a9ad6e858,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/a07a20d474c0ee826446348a9ad6e858.json,https://www.loc.gov/item/2001622369/,http://cdn.loc.gov/service/gmd/gmd388/g3884/g3884p/cw0617000.gif,"Relief shown by hachures. Manuscript title and scale. Pencil annotations indicating troop positions. LC Civil War Maps (2nd ed.), 617 Includes names of some residents in outlying areas. Available also through the Library of Congress web site as raster image. LC copy imperfect: Small holes throughout and tears on edges."
5811b0191b28894652d50bac95e2a53a,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/5811b0191b28894652d50bac95e2a53a.json,https://www.loc.gov/item/73693398/,http://cdn.loc.gov/service/gmd/gmd415/g4154/g4154i/pm002170.gif,"Perspective map not drawn to scale. LC Panoramic maps (2nd ed.), 217 Available also through the Library of Congress Web site as a raster image. Includes illus. and index to points of interest. Vault AACR2: 100; 651/1; 710/1"
e8c25384f22120d6be83a79693863a19,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/e8c25384f22120d6be83a79693863a19.json,https://www.loc.gov/item/2004627247/,http://cdn.loc.gov/service/gmd/gmd388/g3882/g3882h/cw0460000.gif,"LC Civil War maps (2nd ed.), 460 Shows fortifications and locations of the Battle of Hampton Roads. Title derived from Stephenson's Civil War maps, 1989. Pen-and-ink on tracing linen. Available also through the Library of Congress web site as raster image. Imperfect: Discoloration and spotting throughout."
09b6dcf1f5ac65649b6b8bfada9ba056,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/09b6dcf1f5ac65649b6b8bfada9ba056.json,https://www.loc.gov/item/2011589144/,http://cdn.loc.gov/service/gmd/gmd376/g3764/g3764p/pm020460.gif,"Bird's-eye view. Relief shown pictorially. Includes index to points of interest and 6 ill. of buildings. Available also through the Library of Congress Web site as a raster image. Copy imperfect: Brittle, torn in places along edges. PM3 Acquisitions control no.: 2010-022"
327fb379c6fb354d07aa3ea02f8d6655,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/327fb379c6fb354d07aa3ea02f8d6655.json,https://www.loc.gov/item/99439123/,http://cdn.loc.gov/service/gmd/gmd382/g3824/g3824g/cw0339000.gif,"Scale 1:15,840. LC Civil War Maps (2nd ed.), 339 From Jacobs, Michael. Notes on the rebel invasion of Maryland and Pennsylvania . . . Philadelphia, J. B. Lippincott, 1864. Indicates Union positions in red and Confederate positions in blue, Union artillery positions, roads, railroads, houses and names of residents, drainage, and vegetation. Description derived from published bibliography. Available also through the Library of Congress web site as raster image."
78ab0a58badef89007268f19adbd1c9c,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/78ab0a58badef89007268f19adbd1c9c.json,https://www.loc.gov/item/75696527/,http://cdn.loc.gov/service/gmd/gmd382/g3824/g3824r/pm008390.gif,"Perspective map not drawn to scale. Bird's-eye-view. LC Panoramic maps (2nd ed.), 839 Available also through the Library of Congress Web site as a raster image. Includes illus. and index to points of interest. AACR2"
a44288856254430911f0e8b6a539a01a,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/a44288856254430911f0e8b6a539a01a.json,https://www.loc.gov/item/2005625260/,http://cdn.loc.gov/service/gmd/gmd388/g3881/g3881s/cwh00003.gif,"Shows some battles and troop positions from May 8 to November 11, 1864 and names of some residents. Relief shown by hachures on some maps. Pencil (some col.) with gilt-edges with title on lined paper. LC Civil War maps (2nd ed.), H3 Available also through the Library of Congress web site as raster image. Imperfect: All pages are loose from black paper cover. Holes in upper left of all sheets. On sticker on verso of p. 19: Return to Jed. Hotchkiss, Staunton, Virginia."
dd3ef05d791c316d044e9b928fc65de8,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/dd3ef05d791c316d044e9b928fc65de8.json,https://www.loc.gov/item/73693394/,http://cdn.loc.gov/service/gmd/gmd415/g4154/g4154d/pm002120.gif,"Perspective map not drawn to scale. LC Panoramic maps (2nd ed.), 212 Available also through the Library of Congress Web site as a raster image. Includes ill. and index to points of interest. Vault AACR2: 100; 651/1; 710/1"
c592c4697bb064e32d44b2684436e744,item,999999,,http://ldp.staging.dp.la/ldp/original_record/c592c4697bb064e32d44b2684436e744.json,https://www.loc.gov/item/gm71000611/,http://cdn.loc.gov/service/gmd/gmd380/g3804/g3804t/ar300900.gif,"Scale ca. 1:15,400. Manuscript, pen-and-ink and watercolor. Relief shown by hachures. Includes index to military positions. Available also through the Library of Congress Web site as a raster image. Vault AACR2: 651/1; 651/2"
141d50d2ae8efdb39f53c302481fbba4,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/141d50d2ae8efdb39f53c302481fbba4.json,https://www.loc.gov/item/75693041/,http://cdn.loc.gov/service/gmd/gmd416/g4164/g4164a/pm004171.gif,"Perspective map not drawn to scale. Bird's-eye-view. LC Panoramic maps (2nd ed.), 417.1 Available also through the Library of Congress Web site as a raster image. Indexed for points of interest. AACR2"
4f878739e4e9184132e2433e0e3501be,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/4f878739e4e9184132e2433e0e3501be.json,https://www.loc.gov/item/74693188/,http://cdn.loc.gov/service/gmd/gmd380/g3802/g3802h/ar122900.gif,"Scale ca. 1:70,000. Depths shown by soundings. Relief shown by land form drawings. ""339."" Includes ""Avertissement."" LC Maps of North America, 1750-1789, 1229 Available also through the Library of Congress Web site as a raster image. Vault AACR2"
5c1f3acd96049f43d3aeefd82d79bd73,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/5c1f3acd96049f43d3aeefd82d79bd73.json,https://www.loc.gov/item/74692190/,http://cdn.loc.gov/service/gmd/gmd379/g3790/g3790/ar104100.gif,"[London, 1776]"
9926d50d885127fa7b31f7a30020abaa,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/9926d50d885127fa7b31f7a30020abaa.json,https://www.loc.gov/item/99447277/,http://cdn.loc.gov/service/gmd/gmd393/g3932/g3932f/cw0117650.gif,"Scale 1:400,000. LC Civil War Maps (2nd ed.), 117.65 From its Report of the Superintendent of the Coast Survey, showing the progress of the survey during the year 1863 (Washington, Government Printing Office, 1864). Map 14. ""No. 14"" is in the upper left corner. Description derived from published bibliography. Available also through the Library of Congress web site as raster image."
ebf88c06725c2305a3faec2cc867e036,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/ebf88c06725c2305a3faec2cc867e036.json,https://www.loc.gov/item/75694563/,http://cdn.loc.gov/service/gmd/gmd376/g3764/g3764c/pm002830.gif,"Perspective map not drawn to scale. Bird's-eye-view. LC Panoramic maps (2nd ed.), 283 Available also through the Library of Congress Web site as a raster image. Includes illus. and directory. AACR2"
c2a39b1b4720e8c82b5aa2fac6bdc8db,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/c2a39b1b4720e8c82b5aa2fac6bdc8db.json,https://www.loc.gov/item/99448492/,http://cdn.loc.gov/service/gmd/gmd388/g3882/g3882v/cw0459000.gif,"[S.l., 1862]"
cad805058b3a8d5ebbdf9cac90f03f3e,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/cad805058b3a8d5ebbdf9cac90f03f3e.json,https://www.loc.gov/item/99448798/,http://cdn.loc.gov/service/gmd/gmd382/g3824/g3824g/cw0357200.gif,"Scale 1:12,000. LC Civil War Maps (2nd ed.), 357.2 ""For sale by Woeltje & Cutting, 115 Pearl Street, New York."" Copyright no. 18291, Aug. 3, 1888. This map is based on Gouverneur K. Warren's map of the Gettysburg battlefield (see entry no. 353.5), but with the addition of hachures. Names of land owners are overprinted in red. Troop positions are not noted. Description derived from published bibliography. Available also through the Library of Congress web site as raster image."
1c0b1079928d40b41600fb12554ebbc5,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/1c0b1079928d40b41600fb12554ebbc5.json,https://www.loc.gov/item/75696745/,http://cdn.loc.gov/service/gmd/gmd388/g3884/g3884f/pm009560.gif,"Perspective map not drawn to scale. Bird's-eye-view. LC Panoramic maps (2nd ed.), 956 LC Civil War maps (2nd ed.), 554 Available also through the Library of Congress Web site as a raster image. AACR2"
